geno	CH65_i_MI_neg_a	CH65_i_MI_pos_a	CH65_i_MI_neg_b	CH65_i_MI_pos_b	CH65_i_MI_neg_c	CH65_i_MI_pos_c	CH65_i_SI_G189D_neg_a	CH65_i_SI_G189D_pos_a	CH65_i_SI_G189D_neg_b	CH65_i_SI_G189D_pos_b	CH65_i_SI_G189D_neg_c	CH65_i_SI_G189D_pos_c	CH65_i_unsorted
0110110001000011	655	8	413	10	344	12	121	0	90	0	80	1	101
0110110001000100	487	5	343	13	442	11	62	2	72	1	70	0	46
0110110001000101	560	4	435	19	488	11	136	0	99	2	71	1	122
0110110001000110	528	4	387	1	308	8	67	1	105	1	72	0	65
0110110001000111	538	8	406	6	410	10	93	1	92	2	65	1	59
0110110001001000	395	4	289	7	234	5	66	0	63	1	46	2	33
0110110001001001	403	3	308	3	190	6	37	1	71	0	42	0	32
0110110001001010	463	13	353	16	334	9	91	0	85	1	71	4	55
0110110001001011	555	9	410	42	346	16	83	3	77	1	57	1	63
0110110001001100	392	4	297	10	193	5	95	0	74	1	73	1	52
0110110001001101	338	7	282	5	169	6	50	0	58	0	56	3	38
0110110001001110	572	6	391	9	283	13	84	0	85	0	57	2	75
0110110001001111	524	7	413	10	244	14	58	0	96	2	64	6	36
0110110001010000	481	10	441	19	286	22	50	0	86	0	72	2	50
0110110001010001	487	5	340	8	256	6	56	0	70	0	69	4	44
0110110001010010	494	11	334	5	251	8	69	1	97	1	69	1	49
0110110001010011	517	14	366	20	409	14	88	2	80	2	58	3	67
0110110001010100	456	4	462	5	223	6	87	0	98	0	70	7	41
0110110001010101	472	10	344	7	276	6	83	2	75	0	62	0	60
0110110001010110	476	8	346	12	334	5	87	0	82	0	63	2	58
0110110001010111	480	11	356	5	202	14	25	0	62	1	56	2	33
0110110001011000	345	8	240	15	191	6	38	0	54	1	49	0	37
0110110001011001	378	11	248	12	136	12	40	0	71	1	38	0	36
0110110001011010	440	8	317	9	217	11	44	1	75	1	56	1	34
0110110001011011	497	7	348	8	289	9	57	0	75	1	56	1	27
0110110001011100	442	4	342	8	211	7	57	0	77	0	73	3	45
0110110001011101	435	7	289	7	203	8	59	1	77	1	41	0	34
0110110001011110	432	7	319	3	181	14	53	0	74	1	46	0	38
0110110001011111	468	10	376	6	331	7	77	0	70	1	52	5	46
0110110001100000	445	4	335	3	186	13	48	6	74	2	56	2	45
0110110001100001	385	5	305	39	390	9	80	2	61	4	40	6	90
0110110001100010	414	5	320	13	239	11	81	2	73	7	42	3	50
0110110001100011	516	9	322	6	284	10	47	8	58	10	48	7	76
0110110001100100	444	4	299	2	136	9	31	4	55	5	49	1	33
0110110001100101	373	10	292	16	227	7	72	3	58	4	53	6	60
0110110001100110	429	13	302	7	213	9	68	3	71	3	46	2	48
0110110001100111	467	6	321	11	271	8	41	7	62	13	44	9	55
0110110001101000	292	7	221	0	113	4	29	1	53	4	28	2	25
0110110001101001	324	4	230	3	246	3	86	5	44	2	47	3	39
0110110001101010	400	12	253	2	317	12	126	2	62	3	50	8	46
0110110001101011	448	10	315	10	248	15	61	7	71	13	43	9	53
0110110001101100	357	1	276	16	122	9	47	2	56	5	44	4	18
0110110001101101	333	9	248	16	206	13	42	0	62	7	46	1	33
0110110001101110	473	4	318	4	151	8	49	4	68	7	50	5	31
0110110001101111	437	9	335	5	206	18	56	4	58	5	51	9	45
0110110001110000	421	4	303	7	223	10	76	5	56	11	58	4	67
0110110001110001	441	5	278	1	251	4	62	6	54	5	38	6	59
0110110001110010	436	6	330	7	242	11	48	5	66	10	45	5	49
0110110001110011	476	11	366	20	288	14	69	10	45	17	41	20	66
0110110001110100	432	7	297	4	247	10	60	6	60	5	52	7	51
0110110001110101	450	6	336	4	247	9	87	7	49	6	43	4	63
0110110001110110	432	10	362	5	239	6	69	2	58	7	40	10	50
0110110001110111	477	10	325	7	283	12	49	10	38	16	37	23	53
0110110001111000	329	5	243	7	158	8	73	4	58	3	37	3	86
0110110001111001	379	2	255	16	258	2	54	4	37	5	40	7	58
0110110001111010	386	2	299	4	222	12	58	2	53	6	60	11	39
0110110001111011	418	5	315	3	203	8	28	8	49	13	31	16	22
0110110001111100	395	8	264	5	166	7	30	4	42	7	39	3	29
0110110001111101	377	3	266	2	166	15	53	5	50	3	47	5	48
0110110001111110	422	6	300	4	226	5	71	2	62	7	38	5	78
0110110001111111	458	3	316	5	173	16	34	5	53	16	40	11	38
0110110010000000	487	7	377	7	412	15	79	0	75	2	66	3	50
0110110010000001	467	7	380	10	181	21	33	0	79	1	66	1	35
0110110010000010	452	3	334	8	237	14	73	2	62	1	59	1	28
0110110010000011	501	10	356	9	286	24	50	0	90	0	58	3	27
0110110010000100	442	11	363	6	390	14	111	0	68	0	69	1	71
0110110010000101	399	5	332	2	314	13	62	0	68	0	66	0	38
0110110010000110	459	13	364	11	245	11	76	0	85	1	71	0	67
0110110010000111	475	14	361	6	281	14	61	1	83	2	64	0	49
0110110010001000	340	8	238	2	175	11	30	0	52	0	49	0	38
0110110010001001	341	11	236	3	216	6	51	1	65	0	40	1	33
0110110010001010	416	3	292	4	196	14	30	1	71	1	49	0	38
0110110010001011	451	8	289	2	221	11	53	0	56	1	65	3	39
0110110010001100	416	12	293	12	235	7	41	1	67	0	56	3	51
0110110010001101	340	9	285	4	211	4	27	0	56	0	49	1	63
0110110010001110	478	10	374	6	305	17	78	0	63	1	66	1	56
0110110010001111	379	7	304	4	257	17	91	2	57	3	59	3	45
0110110010010000	441	5	361	4	279	8	76	1	77	1	59	0	33
0110110010010001	371	13	281	7	202	14	28	0	49	1	50	1	34
0110110010010010	426	5	343	4	272	15	90	1	64	0	48	0	40
0110110010010011	465	15	350	8	321	4	66	2	59	2	56	2	44
0110110010010100	417	11	284	16	179	9	51	1	81	0	50	1	24
0110110010010101	390	6	310	15	332	12	79	0	62	1	70	1	36
0110110010010110	436	8	343	1	193	15	53	0	86	0	43	0	38
0110110010010111	420	4	315	9	251	15	30	1	73	0	55	1	26
0110110010011000	297	6	250	6	126	11	41	0	50	0	51	0	32
0110110010011001	295	5	229	12	110	10	38	1	45	0	36	0	30
0110110010011010	394	4	278	2	235	7	41	0	55	2	61	2	37
0110110010011011	392	10	318	5	211	5	49	1	81	3	48	2	45
0110110010011100	379	7	250	1	163	6	53	0	77	1	56	0	24
0110110010011101	340	7	242	4	226	8	50	1	56	3	34	6	50
0110110010011110	468	4	360	7	212	5	46	0	68	1	61	0	42
0110110010011111	383	8	287	3	243	12	67	4	68	0	46	1	36
0110110010100000	391	5	287	4	227	14	55	1	61	0	47	5	43
0110110010100001	379	6	280	7	137	12	18	5	59	5	42	2	30
0110110010100010	435	7	357	18	258	17	120	0	66	1	52	0	72
0110110010100011	476	10	358	5	293	10	46	5	64	4	32	15	55
0110110010100100	385	10	283	10	245	6	51	1	42	5	42	3	37
0110110010100101	373	8	322	6	303	12	69	4	61	6	44	1	53
0110110010100110	336	4	300	6	216	11	84	1	52	3	56	0	66
0110110010100111	444	7	329	5	282	6	41	9	57	13	46	3	50
0110110010101000	252	6	162	7	145	6	22	1	41	2	30	1	27
0110110010101001	311	5	200	2	154	6	21	1	53	6	40	2	18
0110110010101010	364	11	239	5	121	9	38	0	48	3	38	0	26
0110110010101011	360	5	260	11	173	10	39	9	42	8	37	7	33
0110110010101100	330	6	300	7	231	9	32	1	53	1	44	2	40
0110110010101101	305	4	226	1	133	5	43	1	54	4	34	1	21
0110110010101110	420	6	265	6	169	5	54	1	59	6	53	3	31
0110110010101111	429	10	361	4	232	11	95	4	66	10	47	9	61
0110110010110000	400	10	342	6	171	9	49	3	57	6	43	3	42
0110110010110001	372	7	306	8	197	24	66	6	66	9	47	5	21
0110110010110010	377	8	303	13	326	6	74	1	70	3	56	7	74
0110110010110011	410	5	361	20	245	2	32	4	71	8	38	8	37
0110110010110100	368	5	302	12	152	13	28	4	62	1	43	1	21
0110110010110101	453	10	310	9	216	15	33	1	38	9	47	6	27
0110110010110110	426	11	377	1	195	8	32	6	53	3	68	2	30
0110110010110111	402	8	327	8	227	14	46	7	59	6	34	12	49
0110110010111000	245	3	206	6	174	8	37	2	39	2	28	6	23
0110110010111001	314	4	223	9	190	3	57	7	45	7	42	3	32
0110110010111010	360	4	233	2	180	8	84	0	64	0	46	2	43
0110110010111011	359	11	262	13	314	18	58	6	45	8	45	13	48
0110110010111100	359	4	238	4	87	9	29	3	52	3	44	2	17
0110110010111101	277	5	213	5	231	14	77	8	41	8	40	0	32
0110110010111110	416	13	284	28	209	16	35	4	66	0	57	8	41
0110110010111111	351	10	268	14	232	11	40	5	46	4	34	12	56
0110110011000000	388	6	312	5	257	11	58	2	73	3	48	1	26
0110110011000001	344	3	264	16	256	10	45	1	70	0	47	2	44
0110110011000010	387	8	288	4	234	11	53	0	75	0	58	0	55
0110110011000011	462	6	361	3	249	20	86	0	63	2	55	2	70
0110110011000100	314	6	242	5	175	5	39	0	63	0	36	1	15
0110110011000101	375	4	291	3	187	11	68	0	63	0	49	0	44
0110110011000110	370	7	245	6	207	4	52	0	62	0	58	0	29
0110110011000111	359	7	243	18	255	6	55	0	65	1	49	2	43
0110110011001000	243	5	223	0	91	2	40	1	48	0	27	0	25
0110110011001001	329	4	228	6	108	6	28	1	48	0	36	1	23
0110110011001010	374	9	261	6	293	7	59	1	53	2	36	1	68
0110110011001011	404	4	290	4	159	11	35	2	75	1	47	1	23
0110110011001100	342	4	246	5	183	5	32	0	48	0	34	0	40
0110110011001101	295	6	247	1	193	8	38	0	47	1	47	1	48
0110110011001110	442	2	276	2	161	5	48	0	62	0	55	0	26
0110110011001111	406	7	268	7	410	6	69	2	63	0	46	0	68
0110110011010000	368	5	265	1	185	6	37	1	60	2	64	1	25
0110110011010001	344	9	309	4	249	2	39	0	58	0	41	4	37
0110110011010010	339	10	237	9	243	9	71	1	68	0	38	3	43
0110110011010011	402	6	247	2	175	9	31	0	62	2	47	3	29
0110110011010100	354	5	221	1	162	7	39	0	62	1	44	2	37
0110110011010101	379	6	266	3	271	19	65	1	61	0	42	6	37
0110110011010110	393	5	271	1	200	11	48	1	70	0	37	8	35
0110110011010111	343	7	270	3	226	6	50	1	47	0	49	1	42
0110110011011000	244	0	180	2	93	6	36	0	39	3	43	1	29
0110110011011001	276	0	185	7	148	8	56	0	47	0	38	3	28
0110110011011010	343	4	250	2	187	9	52	1	56	2	45	0	42
0110110011011011	304	7	274	8	247	6	47	1	43	2	26	2	22
0110110011011100	303	4	234	3	108	5	31	2	49	0	34	1	21
0110110011011101	243	6	204	4	144	10	22	1	46	0	37	1	33
0110110011011110	327	3	215	6	161	13	48	0	61	1	40	1	30
0110110011011111	316	5	221	3	130	6	17	0	43	1	38	0	17
0110110011100000	382	4	259	2	218	5	50	5	55	8	37	6	61
0110110011100001	298	4	212	11	124	5	25	2	48	10	33	3	22
0110110011100010	366	8	288	7	176	4	58	8	45	7	34	8	40
0110110011100011	334	7	263	12	173	10	39	11	33	10	21	19	22
0110110011100100	283	3	235	2	138	9	16	4	34	10	25	9	24
0110110011100101	343	7	262	5	294	7	34	4	36	4	30	6	36
0110110011100110	297	1	224	2	139	11	33	6	40	8	31	5	18
0110110011100111	323	7	248	5	160	10	17	12	34	20	25	13	27
0110110011101000	232	4	161	3	104	2	33	6	30	4	29	2	16
0110110011101001	246	4	209	3	119	7	16	3	28	4	33	3	46
0110110011101010	244	3	196	3	134	5	32	2	37	2	18	1	23
0110110011101011	272	6	237	2	169	11	26	10	40	12	19	15	32
0110110011101100	254	10	181	5	244	5	57	4	31	2	22	4	38
0110110011101101	244	5	246	16	209	5	55	4	37	5	34	7	40
0110110011101110	315	2	208	10	109	9	45	6	38	7	35	8	24
0110110011101111	339	5	216	10	110	9	14	9	28	5	20	9	23
0110110011110000	315	4	223	5	176	6	45	7	38	4	25	7	21
0110110011110001	330	1	235	1	220	9	40	5	39	12	29	23	66
0110110011110010	289	2	220	9	192	2	83	3	41	3	32	10	33
0110110011110011	296	1	227	4	238	10	29	7	31	11	17	40	67
0110110011110100	289	5	201	6	224	3	43	3	32	12	32	17	27
0110110011110101	281	10	240	6	241	8	45	11	33	7	31	28	75
0110110011110110	273	5	195	1	163	6	64	6	28	7	33	11	22
0110110011110111	262	7	249	5	208	12	26	10	28	9	22	19	29
0110110011111000	252	4	164	1	101	3	22	2	23	5	21	6	22
0110110011111001	211	4	176	2	121	7	26	4	27	5	15	8	25
0110110011111010	273	3	173	2	153	6	35	3	25	5	17	5	23
0110110011111011	254	5	197	3	190	12	29	9	22	19	22	21	50
0110110011111100	290	5	187	6	139	8	44	4	32	6	23	12	40
0110110011111101	231	7	186	19	112	4	33	11	31	8	21	10	32
0110110011111110	315	4	226	11	222	11	70	4	43	9	43	12	49
0110110011111111	290	4	221	4	174	10	51	15	36	13	17	23	46
0110110100000000	410	7	404	10	251	23	32	0	69	0	61	5	35
0110110100000001	402	7	319	6	175	16	27	1	69	0	49	1	25
0110110100000010	487	8	369	9	276	12	51	0	84	0	53	2	55
0110110100000011	468	21	362	15	223	13	40	1	81	2	51	2	34
0110110100000100	405	10	285	8	291	13	36	0	72	1	50	2	43
0110110100000101	432	9	377	10	357	15	114	1	74	2	51	4	73
0110110100000110	410	13	350	9	302	12	54	2	77	0	69	2	34
0110110100000111	425	6	402	9	180	9	30	0	61	0	58	2	41
0110110100001000	322	9	261	27	211	10	48	0	48	0	47	5	34
0110110100001001	332	11	245	1	243	17	62	1	50	0	49	0	59
0110110100001010	382	12	340	5	219	15	28	1	66	1	49	0	50
0110110100001011	435	10	399	5	211	10	51	1	58	1	68	2	30
0110110100001100	372	4	297	34	197	13	20	0	62	0	58	1	36
0110110100001101	373	13	305	9	240	11	84	1	63	0	44	0	46
0110110100001110	379	6	365	22	167	12	36	1	68	2	67	0	27
0110110100001111	385	5	391	5	252	18	61	3	55	1	69	4	43
0110110100010000	402	9	340	5	308	7	67	0	73	0	62	4	59
0110110100010001	308	13	267	4	214	11	47	0	53	0	55	1	49
0110110100010010	416	4	329	26	330	6	59	0	62	0	62	3	75
0110110100010011	458	9	369	8	292	10	49	1	63	2	36	12	49
0110110100010100	363	9	281	48	466	11	181	0	53	0	59	2	75
0110110100010101	401	3	298	27	350	12	68	0	57	0	60	0	75
0110110100010110	311	8	229	4	264	16	91	4	59	0	51	1	32
0110110100010111	363	11	304	20	300	27	77	0	66	1	44	1	62
0110110100011000	296	4	256	5	152	8	53	1	52	0	46	0	57
0110110100011001	269	3	220	7	264	6	67	1	37	1	27	0	37
0110110100011010	326	4	264	1	122	13	45	0	57	1	41	0	28
0110110100011011	331	7	249	24	133	8	22	2	52	0	42	1	33
0110110100011100	348	5	259	4	237	5	54	0	52	0	56	0	47
0110110100011101	293	8	235	3	194	12	37	1	41	0	43	2	36
0110110100011110	290	7	276	5	232	7	40	2	67	0	32	0	32
0110110100011111	443	14	335	8	181	18	41	1	74	0	50	1	21
0110110100100000	401	11	302	6	224	11	45	2	50	4	45	3	35
0110110100100001	320	5	289	23	184	12	19	6	51	3	36	5	40
0110110100100010	386	13	313	58	319	10	72	5	62	7	39	19	51
0110110100100011	367	12	273	10	210	16	35	6	45	14	32	17	35
0110110100100100	323	10	269	10	166	7	33	4	56	4	34	1	40
0110110100100101	448	5	330	32	201	11	49	8	53	12	34	9	61
0110110100100110	355	14	310	11	151	15	30	6	43	6	31	7	33
0110110100100111	348	4	321	17	178	8	19	10	40	12	37	20	44
0110110100101000	290	7	223	8	124	9	19	5	36	2	40	3	13
0110110100101001	291	12	242	30	279	9	107	3	41	2	38	8	70
0110110100101010	383	8	326	5	126	17	27	3	58	7	40	8	23
0110110100101011	348	7	242	7	174	6	24	7	30	13	35	9	24
0110110100101100	267	7	179	14	225	21	58	2	29	3	26	4	32
0110110100101101	306	5	259	6	198	7	14	2	41	5	32	7	36
0110110100101110	340	5	304	7	226	12	88	4	38	5	56	11	28
0110110100101111	380	10	303	11	190	14	21	10	35	9	38	12	38
0110110100110000	394	7	263	19	246	5	54	6	47	5	41	8	53
0110110100110001	351	12	318	21	125	14	23	6	34	2	34	8	20
0110110100110010	380	8	280	9	133	5	20	6	46	4	36	7	41
0110110100110011	392	10	261	21	235	13	43	16	31	16	26	35	49
0110110100110100	360	11	302	36	417	8	89	2	45	4	38	28	59
0110110100110101	397	8	305	4	217	13	22	7	44	8	43	12	26
0110110100110110	366	8	293	5	322	13	59	9	50	6	43	13	50
0110110100110111	387	7	306	10	174	8	32	13	21	14	28	19	43
0110110100111000	243	13	204	4	120	12	19	3	43	7	27	2	23
0110110100111001	253	7	218	2	143	6	10	4	38	9	19	10	28
0110110100111010	286	6	222	4	188	10	16	4	43	7	31	14	32
0110110100111011	357	8	263	4	264	12	16	13	21	20	23	33	60
0110110100111100	335	3	270	13	259	13	38	5	29	9	36	9	36
0110110100111101	347	9	252	8	182	10	15	8	30	14	30	8	16
0110110100111110	364	7	281	53	353	8	48	5	45	7	45	31	56
0110110100111111	416	14	299	2	247	8	23	10	33	11	19	23	39
0110110101000000	507	17	454	45	349	33	48	0	98	1	89	1	65
0110110101000001	482	16	405	50	286	24	66	0	83	0	69	2	56
0110110101000010	546	32	517	29	386	40	87	3	101	0	60	1	69
0110110101000011	608	22	485	9	371	31	99	4	103	2	65	6	51
0110110101000100	540	24	426	26	382	28	94	1	100	1	88	2	52
0110110101000101	514	32	433	39	378	47	105	0	93	0	67	2	32
0110110101000110	583	23	443	15	405	23	90	0	96	1	82	4	39
0110110101000111	584	35	442	34	431	32	66	1	85	2	69	3	71
0110110101001000	394	13	299	20	235	19	46	0	70	0	61	0	43
0110110101001001	439	18	325	35	242	28	79	1	74	0	66	2	58
0110110101001010	512	23	403	19	224	25	138	1	80	3	71	1	58
0110110101001011	527	29	416	25	340	28	102	1	100	2	70	4	45
0110110101001100	499	26	316	29	254	26	65	2	70	1	75	2	44
0110110101001101	463	15	372	30	226	17	59	0	75	0	78	4	28
0110110101001110	553	18	406	31	372	26	54	0	95	0	77	2	33
0110110101001111	527	21	456	22	329	35	79	2	88	1	72	7	52
0110110101010000	509	17	389	29	304	24	64	1	90	2	78	0	56
0110110101010001	421	22	397	10	247	24	90	1	79	1	80	3	37
0110110101010010	533	25	429	18	333	28	74	2	84	1	69	2	33
0110110101010011	567	24	445	26	354	39	74	4	80	1	74	2	72
0110110101010100	510	20	371	14	243	20	68	2	92	3	60	0	34
0110110101010101	449	20	453	17	306	28	101	1	84	3	68	2	50
0110110101010110	498	17	451	42	325	22	82	1	96	0	92	3	64
0110110101010111	489	23	401	23	278	36	78	1	80	0	95	4	53
0110110101011000	363	29	296	33	217	20	76	0	64	4	60	1	40
0110110101011001	391	12	303	30	303	18	67	0	60	1	59	1	56
0110110101011010	454	10	346	13	299	22	56	1	78	1	63	2	29
0110110101011011	481	38	372	14	214	29	61	1	86	5	63	3	52
0110110101011100	414	24	328	13	252	24	58	0	76	2	56	5	67
0110110101011101	417	14	291	22	251	23	60	0	68	0	71	1	30
0110110101011110	454	18	375	18	328	22	100	0	72	1	54	3	57
0110110101011111	461	15	380	7	230	33	55	3	89	3	75	1	35
0110110101100000	436	16	400	10	291	23	67	7	53	8	58	7	41
0110110101100001	403	26	346	16	271	28	37	7	62	12	39	8	48
0110110101100010	466	15	436	24	303	21	63	6	61	15	49	10	62
0110110101100011	509	26	435	29	336	53	66	24	38	30	26	26	34
0110110101100100	454	18	350	31	200	28	56	5	48	8	40	4	35
0110110101100101	490	25	352	37	301	31	64	12	66	7	50	9	59
0110110101100110	496	18	378	80	270	30	76	8	51	7	49	13	54
0110110101100111	496	21	367	17	206	24	32	16	45	29	19	13	31
0110110101101000	286	8	256	10	154	18	28	3	37	2	41	3	41
0110110101101001	343	15	270	13	161	24	90	2	47	7	32	5	40
0110110101101010	385	16	356	47	193	22	53	13	56	6	36	9	36
0110110101101011	429	32	365	28	239	27	66	13	30	29	26	21	45
0110110101101100	368	22	294	23	154	23	73	2	46	9	50	7	34
0110110101101101	339	21	303	32	187	46	37	8	53	11	38	8	37
0110110101101110	405	22	326	10	221	29	42	13	59	8	57	4	43
0110110101101111	449	24	344	29	291	26	68	15	49	17	40	13	62
0110110101110000	488	14	406	15	265	19	35	7	59	19	41	15	40
0110110101110001	401	19	327	11	236	18	58	13	48	17	37	20	46
0110110101110010	436	20	315	16	353	27	45	11	46	15	31	22	53
0110110101110011	521	22	435	17	283	30	25	32	37	40	24	33	59
0110110101110100	426	20	321	17	189	26	53	8	51	14	47	9	45
0110110101110101	481	19	360	25	249	27	79	11	61	25	45	18	75
0110110101110110	478	21	351	34	300	25	78	15	47	21	33	19	39
0110110101110111	443	22	376	27	261	25	31	30	23	35	16	41	43
0110110101111000	352	15	241	10	238	19	44	9	50	8	29	4	39
0110110101111001	388	15	260	20	195	15	59	10	35	15	27	11	35
0110110101111010	429	16	304	20	269	19	33	6	45	20	25	14	43
0110110101111011	470	13	368	21	348	21	35	22	30	26	13	48	51
0110110101111100	425	13	308	24	191	21	51	11	47	9	34	5	54
0110110101111101	393	26	317	6	194	16	55	8	40	10	34	17	38
0110110101111110	472	25	349	18	228	26	65	8	44	11	42	14	55
0110110101111111	463	19	347	16	260	31	41	24	31	42	26	24	40
0110110110000000	1140	16	894	47	847	34	163	8	164	1	140	2	134
0110110110000001	894	16	790	32	643	29	189	1	156	2	125	10	100
0110110110000010	1084	17	829	11	711	17	167	0	166	2	115	1	136
0110110110000011	1092	24	817	25	655	36	150	1	141	3	122	6	107
0110110110000100	926	14	715	30	496	30	131	0	138	2	139	7	84
0110110110000101	963	25	804	70	602	29	126	0	149	2	140	11	156
0110110110000110	896	16	805	16	803	32	207	2	153	2	145	0	150
0110110110000111	962	18	873	8	591	25	100	2	156	1	158	4	75
0110110110001000	675	17	513	26	441	21	114	4	109	1	78	2	82
0110110110001001	719	18	578	27	484	19	118	2	127	2	96	4	83
0110110110001010	830	15	718	24	521	24	191	2	128	2	117	1	124
0110110110001011	950	20	705	73	830	45	271	2	128	3	131	7	158
0110110110001100	812	9	634	18	554	26	111	0	142	1	88	3	115
0110110110001101	757	13	672	18	424	24	93	3	141	3	109	0	67
0110110110001110	927	25	764	45	526	22	115	0	153	1	118	0	94
0110110110001111	927	27	776	26	626	32	214	5	147	6	108	5	126
0110110110010000	925	13	686	27	644	35	200	0	150	0	108	2	127
0110110110010001	780	19	611	12	664	32	133	4	140	2	110	2	78
0110110110010010	981	17	794	54	562	28	105	1	163	0	117	1	86
0110110110010011	939	18	736	50	632	32	86	1	151	2	112	1	90
0110110110010100	770	17	654	9	584	30	110	1	151	1	94	1	94
0110110110010101	889	27	702	12	614	35	108	3	115	4	115	2	89
0110110110010110	823	14	718	10	453	16	94	0	121	0	108	1	91
0110110110010111	816	15	655	65	549	29	159	0	115	1	100	3	95
0110110110011000	607	21	546	18	564	27	127	2	112	2	93	3	85
0110110110011001	658	17	495	5	621	28	197	0	123	2	107	1	130
0110110110011010	758	12	661	9	575	29	143	0	116	2	104	1	111
0110110110011011	785	18	676	20	430	31	98	3	118	1	87	2	76
0110110110011100	770	15	640	12	411	26	129	1	149	0	99	3	78
0110110110011101	690	16	574	28	444	27	126	1	117	2	92	1	128
0110110110011110	837	8	608	7	718	17	136	1	123	1	108	2	109
0110110110011111	718	23	615	11	598	26	147	0	128	4	106	5	93
0110110110100000	952	22	841	13	564	35	133	8	140	12	131	16	100
0110110110100001	838	18	703	11	447	28	90	16	122	12	89	16	93
0110110110100010	918	10	786	9	411	21	64	8	132	9	100	13	78
0110110110100011	975	15	844	92	637	28	99	18	113	21	82	50	119
0110110110100100	883	15	703	25	480	12	150	15	129	10	107	15	102
0110110110100101	877	19	771	11	481	26	104	9	99	15	104	24	114
0110110110100110	883	16	820	10	538	17	97	7	128	19	111	13	77
0110110110100111	937	13	768	31	445	33	54	23	91	38	71	47	87
0110110110101000	665	14	499	9	424	19	85	3	97	12	85	9	62
0110110110101001	688	21	529	16	544	9	79	8	98	12	65	13	90
0110110110101010	854	12	641	11	567	25	148	9	106	16	97	22	120
0110110110101011	959	23	760	22	572	13	61	19	95	30	79	24	97
0110110110101100	814	15	711	16	460	18	103	8	97	15	103	11	79
0110110110101101	705	15	633	6	327	21	68	9	89	12	79	7	80
0110110110101110	904	15	737	29	715	27	124	3	116	16	101	14	132
0110110110101111	900	20	743	26	690	33	162	32	86	30	76	45	143
0110110110110000	1027	16	780	31	728	23	189	16	137	24	104	20	118
0110110110110001	851	16	726	19	495	20	101	18	95	19	98	24	67
0110110110110010	889	11	636	37	612	21	197	7	120	19	93	27	112
0110110110110011	1048	27	871	37	652	37	77	50	86	45	85	56	106
0110110110110100	873	11	618	34	665	29	169	9	131	21	86	37	115
0110110110110101	931	27	831	20	762	41	148	18	112	19	113	43	112
0110110110110110	939	21	779	6	553	15	85	24	139	21	94	32	77
0110110110110111	922	18	795	12	461	21	69	25	96	41	74	34	43
0110110110111000	616	10	487	36	516	12	114	10	89	10	58	15	111
0110110110111001	733	13	567	12	410	22	112	13	93	15	68	22	67
0110110110111010	767	13	653	9	561	28	65	17	103	22	95	14	70
0110110110111011	890	23	702	47	568	27	70	26	75	37	61	50	90
0110110110111100	781	10	597	11	442	21	98	12	86	26	70	25	86
0110110110111101	778	20	679	30	412	20	66	26	89	22	75	25	62
0110110110111110	811	10	759	21	470	34	72	4	102	20	111	16	73
0110110110111111	884	16	699	11	403	35	59	24	86	37	75	35	57
0110110111000000	572	15	388	20	329	19	55	0	90	0	83	3	58
0110110111000001	519	9	336	36	294	7	46	0	56	2	82	1	53
0110110111000010	622	11	414	7	226	13	70	0	112	0	75	2	50
0110110111000011	635	10	408	13	276	21	90	1	74	8	53	7	64
0110110111000100	472	8	348	11	203	16	64	2	93	1	68	3	60
0110110111000101	620	15	435	17	278	14	89	1	94	2	80	1	77
0110110111000110	500	13	336	7	286	11	41	0	101	0	67	0	29
0110110111000111	523	8	399	8	320	17	61	4	81	1	57	9	64
0110110111001000	382	6	279	8	174	4	63	1	89	0	66	4	36
0110110111001001	415	6	314	5	157	9	60	1	50	0	46	3	36
0110110111001010	500	9	331	6	235	20	52	0	85	2	71	0	32
0110110111001011	596	14	405	5	294	13	76	1	84	3	51	1	36
0110110111001100	437	4	354	50	459	16	73	0	74	0	59	1	57
0110110111001101	400	4	358	19	348	13	77	0	64	0	66	1	51
0110110111001110	494	9	386	5	305	15	132	0	88	1	60	2	48
0110110111001111	514	12	380	7	223	18	77	3	76	1	81	5	53
0110110111010000	506	5	444	16	320	13	75	0	91	1	82	0	74
0110110111010001	433	4	393	17	253	12	63	1	62	2	47	6	59
0110110111010010	557	7	448	26	504	7	98	0	97	1	74	3	99
0110110111010011	604	8	417	10	464	18	109	3	78	3	52	14	70
0110110111010100	456	4	316	5	300	13	112	2	84	1	70	0	95
0110110111010101	479	7	343	9	231	15	37	1	74	1	64	1	37
0110110111010110	453	6	331	24	431	11	61	0	82	1	62	1	54
0110110111010111	461	7	309	5	235	13	46	2	73	1	52	9	32
0110110111011000	344	8	252	3	149	9	30	0	56	1	51	1	25
0110110111011001	393	2	301	7	397	6	80	2	65	1	44	0	88
0110110111011010	449	3	310	31	238	9	51	1	75	1	48	2	48
0110110111011011	472	12	408	20	325	3	63	4	52	2	51	10	54
0110110111011100	407	8	312	3	330	19	69	0	81	1	59	8	62
0110110111011101	372	12	380	35	295	8	98	0	82	4	52	6	62
0110110111011110	445	2	395	24	283	13	67	0	73	0	64	4	60
0110110111011111	464	4	342	3	288	11	41	2	62	4	53	8	39
0110110111100000	414	7	311	1	182	11	32	9	47	9	30	7	40
0110110111100001	408	1	322	8	220	21	21	8	39	17	32	11	28
0110110111100010	460	5	362	4	278	7	56	7	46	20	35	21	49
0110110111100011	484	10	343	9	314	7	37	25	24	29	15	30	39
