geno,CH65_i_MI_neg_a,CH65_i_MI_pos_a,CH65_i_MI_neg_b,CH65_i_MI_pos_b,CH65_i_MI_neg_c,CH65_i_MI_pos_c,CH65_i_SI_G189D_neg_a,CH65_i_SI_G189D_pos_a,CH65_i_SI_G189D_neg_b,CH65_i_SI_G189D_pos_b,CH65_i_SI_G189D_neg_c,CH65_i_SI_G189D_pos_c,CH65_i_unsorted
0101111110110010,0,268,0,268,0,268,2,185,2,185,2,185,75
0101111110110011,1,229,1,229,1,229,0,373,0,373,0,373,166
0101111110110100,0,162,0,162,0,162,0,209,0,209,0,209,97
0101111110110101,0,164,0,164,0,164,2,250,2,250,2,250,117
0101111110110110,0,194,0,194,0,194,1,264,1,264,1,264,114
0101111110110111,0,203,0,203,0,203,1,322,1,322,1,322,80
0101111110111000,1,153,1,153,1,153,0,159,0,159,0,159,58
0101111110111001,0,207,0,207,0,207,0,165,0,165,0,165,71
0101111110111010,0,97,0,97,0,97,0,217,0,217,0,217,114
0101111110111011,1,221,1,221,1,221,0,290,0,290,0,290,81
0101111110111100,0,134,0,134,0,134,0,187,0,187,0,187,155
0101111110111101,0,127,0,127,0,127,0,198,0,198,0,198,99
0101111110111110,0,109,0,109,0,109,0,208,0,208,0,208,97
0101111110111111,1,245,1,245,1,245,0,294,0,294,0,294,61
0101111111000000,0,257,0,257,0,257,1,192,1,192,1,192,172
0101111111000001,2,125,2,125,2,125,1,183,1,183,1,183,126
0101111111000010,3,216,3,216,3,216,3,237,3,237,3,237,132
0101111111000011,0,371,0,371,0,371,2,365,2,365,2,365,314
0101111111000100,0,217,0,217,0,217,5,178,5,178,5,178,125
0101111111000101,3,210,3,210,3,210,1,298,1,298,1,298,138
0101111111000110,1,252,1,252,1,252,0,275,0,275,0,275,111
0101111111000111,0,306,0,306,0,306,1,293,1,293,1,293,151
0101111111001000,2,233,2,233,2,233,1,132,1,132,1,132,185
0101111111001001,0,199,0,199,0,199,0,202,0,202,0,202,125
0101111111001010,0,126,0,126,0,126,0,204,0,204,0,204,164
0101111111001011,2,302,2,302,2,302,2,384,2,384,2,384,106
0101111111001100,3,173,3,173,3,173,3,164,3,164,3,164,114
0101111111001101,0,297,0,297,0,297,0,208,0,208,0,208,233
0101111111001110,0,262,0,262,0,262,3,263,3,263,3,263,194
0101111111001111,1,141,1,141,1,141,2,330,2,330,2,330,107
0101111111010000,0,293,0,293,0,293,0,328,0,328,0,328,96
0101111111010001,0,122,0,122,0,122,0,316,0,316,0,316,104
0101111111010010,0,235,0,235,0,235,0,308,0,308,0,308,123
0101111111010011,1,278,1,278,1,278,0,401,0,401,0,401,101
0101111111010100,0,295,0,295,0,295,1,280,1,280,1,280,66
0101111111010101,2,302,2,302,2,302,0,316,0,316,0,316,174
0101111111010110,1,271,1,271,1,271,2,290,2,290,2,290,95
0101111111010111,0,278,0,278,0,278,1,403,1,403,1,403,142
0101111111011000,0,90,0,90,0,90,1,186,1,186,1,186,85
0101111111011001,2,184,2,184,2,184,1,229,1,229,1,229,114
0101111111011010,3,130,3,130,3,130,4,230,4,230,4,230,68
0101111111011011,1,319,1,319,1,319,0,313,0,313,0,313,126
0101111111011100,2,158,2,158,2,158,1,251,1,251,1,251,114
0101111111011101,0,185,0,185,0,185,0,269,0,269,0,269,115
0101111111011110,1,325,1,325,1,325,1,288,1,288,1,288,89
0101111111011111,0,220,0,220,0,220,0,328,0,328,0,328,104
0101111111100000,0,138,0,138,0,138,0,88,0,88,0,88,196
0101111111100001,0,134,0,134,0,134,2,134,2,134,2,134,97
0101111111100010,0,176,0,176,0,176,1,190,1,190,1,190,109
0101111111100011,0,190,0,190,0,190,2,301,2,301,2,301,128
0101111111100100,0,100,0,100,0,100,0,121,0,121,0,121,104
0101111111100101,0,303,0,303,0,303,0,161,0,161,0,161,220
0101111111100110,0,112,0,112,0,112,0,209,0,209,0,209,100
0101111111100111,1,275,1,275,1,275,0,244,0,244,0,244,195
0101111111101000,0,83,0,83,0,83,0,77,0,77,0,77,91
0101111111101001,0,119,0,119,0,119,0,95,0,95,0,95,158
0101111111101010,0,133,0,133,0,133,3,188,3,188,3,188,121
0101111111101011,0,241,0,241,0,241,0,196,0,196,0,196,143
0101111111101100,0,67,0,67,0,67,0,97,0,97,0,97,124
0101111111101101,1,80,1,80,1,80,0,89,0,89,0,89,101
0101111111101110,0,98,0,98,0,98,0,172,0,172,0,172,97
0101111111101111,0,153,0,153,0,153,0,199,0,199,0,199,128
0101111111110000,0,175,0,175,0,175,0,222,0,222,0,222,179
0101111111110001,0,159,0,159,0,159,0,205,0,205,0,205,108
0101111111110010,0,165,0,165,0,165,0,225,0,225,0,225,85
0101111111110011,0,240,0,240,0,240,0,326,0,326,0,326,77
0101111111110100,0,170,0,170,0,170,1,203,1,203,1,203,81
0101111111110101,0,252,0,252,0,252,0,167,0,167,0,167,104
0101111111110110,2,125,2,125,2,125,0,247,0,247,0,247,145
0101111111110111,0,318,0,318,0,318,0,347,0,347,0,347,236
0101111111111000,0,58,0,58,0,58,0,100,0,100,0,100,79
0101111111111001,0,179,0,179,0,179,0,173,0,173,0,173,66
0101111111111010,0,175,0,175,0,175,0,169,0,169,0,169,98
0101111111111011,0,239,0,239,0,239,0,277,0,277,0,277,195
0101111111111100,0,145,0,145,0,145,0,181,0,181,0,181,132
0101111111111101,0,127,0,127,0,127,0,219,0,219,0,219,148
0101111111111110,0,155,0,155,0,155,0,250,0,250,0,250,113
0101111111111111,0,211,0,211,0,211,0,258,0,258,0,258,185
0110000000000000,3,44,3,44,3,44,3,56,3,56,3,56,183
0110000000000001,6,45,6,45,6,45,6,58,6,58,6,58,169
0110000000000010,7,133,7,133,7,133,5,80,5,80,5,80,178
0110000000000011,4,152,4,152,4,152,6,181,6,181,6,181,157
0110000000000100,13,121,13,121,13,121,6,58,6,58,6,58,149
0110000000000101,9,76,9,76,9,76,2,92,2,92,2,92,154
0110000000000110,4,73,4,73,4,73,5,103,5,103,5,103,115
0110000000000111,1,110,1,110,1,110,3,151,3,151,3,151,131
0110000000001000,4,64,4,64,4,64,1,21,1,21,1,21,139
0110000000001001,1,41,1,41,1,41,3,71,3,71,3,71,87
0110000000001010,3,75,3,75,3,75,3,51,3,51,3,51,181
0110000000001011,2,88,2,88,2,88,1,135,1,135,1,135,145
0110000000001100,2,50,2,50,2,50,2,46,2,46,2,46,144
0110000000001101,3,58,3,58,3,58,3,50,3,50,3,50,162
0110000000001110,6,68,6,68,6,68,1,85,1,85,1,85,142
0110000000001111,3,169,3,169,3,169,3,106,3,106,3,106,102
0110000000010000,3,112,3,112,3,112,4,88,4,88,4,88,160
0110000000010001,4,205,4,205,4,205,2,120,2,120,2,120,108
0110000000010010,5,351,5,351,5,351,4,110,4,110,4,110,112
0110000000010011,2,288,2,288,2,288,4,200,4,200,4,200,167
0110000000010100,4,115,4,115,4,115,1,130,1,130,1,130,85
0110000000010101,4,127,4,127,4,127,3,172,3,172,3,172,152
0110000000010110,1,111,1,111,1,111,1,98,1,98,1,98,145
0110000000010111,2,172,2,172,2,172,1,163,1,163,1,163,83
0110000000011000,4,107,4,107,4,107,0,75,0,75,0,75,112
0110000000011001,4,582,4,582,4,582,2,92,2,92,2,92,363
0110000000011010,3,209,3,209,3,209,1,103,1,103,1,103,115
0110000000011011,1,242,1,242,1,242,3,158,3,158,3,158,250
0110000000011100,1,92,1,92,1,92,0,100,0,100,0,100,174
0110000000011101,2,84,2,84,2,84,3,118,3,118,3,118,118
0110000000011110,7,103,7,103,7,103,1,124,1,124,1,124,127
0110000000011111,0,212,0,212,0,212,0,169,0,169,0,169,106
0110000000100000,0,32,0,32,0,32,2,54,2,54,2,54,120
0110000000100001,1,35,1,35,1,35,1,66,1,66,1,66,110
0110000000100010,1,50,1,50,1,50,3,87,3,87,3,87,191
0110000000100011,0,137,0,137,0,137,0,148,0,148,0,148,130
0110000000100100,1,74,1,74,1,74,0,66,0,66,0,66,118
0110000000100101,0,28,0,28,0,28,1,83,1,83,1,83,257
0110000000100110,0,67,0,67,0,67,1,91,1,91,1,91,182
0110000000100111,3,128,3,128,3,128,2,127,2,127,2,127,134
0110000000101000,2,39,2,39,2,39,2,29,2,29,2,29,125
0110000000101001,1,62,1,62,1,62,0,50,0,50,0,50,99
0110000000101010,0,49,0,49,0,49,1,62,1,62,1,62,100
0110000000101011,0,162,0,162,0,162,1,108,1,108,1,108,107
0110000000101100,1,29,1,29,1,29,6,38,6,38,6,38,156
0110000000101101,2,43,2,43,2,43,3,49,3,49,3,49,126
0110000000101110,1,34,1,34,1,34,3,80,3,80,3,80,162
0110000000101111,0,53,0,53,0,53,1,99,1,99,1,99,81
0110000000110000,0,90,0,90,0,90,1,88,1,88,1,88,153
0110000000110001,1,45,1,45,1,45,0,115,0,115,0,115,82
0110000000110010,3,78,3,78,3,78,2,139,2,139,2,139,199
0110000000110011,0,151,0,151,0,151,0,144,0,144,0,144,102
0110000000110100,0,53,0,53,0,53,0,99,0,99,0,99,133
0110000000110101,0,75,0,75,0,75,1,121,1,121,1,121,145
0110000000110110,0,71,0,71,0,71,1,107,1,107,1,107,100
0110000000110111,1,147,1,147,1,147,1,183,1,183,1,183,186
0110000000111000,0,55,0,55,0,55,2,61,2,61,2,61,100
0110000000111001,0,51,0,51,0,51,0,87,0,87,0,87,106
0110000000111010,0,108,0,108,0,108,0,91,0,91,0,91,82
0110000000111011,0,75,0,75,0,75,1,139,1,139,1,139,95
0110000000111100,2,37,2,37,2,37,2,76,2,76,2,76,113
0110000000111101,0,71,0,71,0,71,0,91,0,91,0,91,121
0110000000111110,1,100,1,100,1,100,1,106,1,106,1,106,127
0110000000111111,0,79,0,79,0,79,0,116,0,116,0,116,79
0110000001000000,4,33,4,33,4,33,3,24,3,24,3,24,174
0110000001000001,1,20,1,20,1,20,3,32,3,32,3,32,204
0110000001000010,2,26,2,26,2,26,2,43,2,43,2,43,215
0110000001000011,2,72,2,72,2,72,5,101,5,101,5,101,165
0110000001000100,4,17,4,17,4,17,2,26,2,26,2,26,111
0110000001000101,5,43,5,43,5,43,6,34,6,34,6,34,223
0110000001000110,4,33,4,33,4,33,2,49,2,49,2,49,134
0110000001000111,3,55,3,55,3,55,1,104,1,104,1,104,177
0110000001001000,5,24,5,24,5,24,1,14,1,14,1,14,197
0110000001001001,6,22,6,22,6,22,5,25,5,25,5,25,167
0110000001001010,2,22,2,22,2,22,4,53,4,53,4,53,137
0110000001001011,5,52,5,52,5,52,3,84,3,84,3,84,150
0110000001001100,4,10,4,10,4,10,2,19,2,19,2,19,251
0110000001001101,5,37,5,37,5,37,2,24,2,24,2,24,106
0110000001001110,2,18,2,18,2,18,5,41,5,41,5,41,220
0110000001001111,2,62,2,62,2,62,10,71,10,71,10,71,179
0110000001010000,3,44,3,44,3,44,3,66,3,66,3,66,130
0110000001010001,2,34,2,34,2,34,5,73,5,73,5,73,133
0110000001010010,5,84,5,84,5,84,1,81,1,81,1,81,125
0110000001010011,2,177,2,177,2,177,1,164,1,164,1,164,134
0110000001010100,2,43,2,43,2,43,0,74,0,74,0,74,161
0110000001010101,2,53,2,53,2,53,3,80,3,80,3,80,142
0110000001010110,6,117,6,117,6,117,4,103,4,103,4,103,155
0110000001010111,1,255,1,255,1,255,3,157,3,157,3,157,145
0110000001011000,2,33,2,33,2,33,0,51,0,51,0,51,94
0110000001011001,1,39,1,39,1,39,3,72,3,72,3,72,183
0110000001011010,1,135,1,135,1,135,3,69,3,69,3,69,130
0110000001011011,2,60,2,60,2,60,2,120,2,120,2,120,127
0110000001011100,1,61,1,61,1,61,6,53,6,53,6,53,128
0110000001011101,0,26,0,26,0,26,2,56,2,56,2,56,115
0110000001011110,6,55,6,55,6,55,3,75,3,75,3,75,226
0110000001011111,3,76,3,76,3,76,4,144,4,144,4,144,157
0110000001100000,1,13,1,13,1,13,2,24,2,24,2,24,320
0110000001100001,3,10,3,10,3,10,2,24,2,24,2,24,193
0110000001100010,1,59,1,59,1,59,3,45,3,45,3,45,116
0110000001100011,0,29,0,29,0,29,1,88,1,88,1,88,146
0110000001100100,3,18,3,18,3,18,6,19,6,19,6,19,120
0110000001100101,3,8,3,8,3,8,8,29,8,29,8,29,177
0110000001100110,0,28,0,28,0,28,1,52,1,52,1,52,158
0110000001100111,0,43,0,43,0,43,1,64,1,64,1,64,275
0110000001101000,2,18,2,18,2,18,3,7,3,7,3,7,112
0110000001101001,1,8,1,8,1,8,2,9,2,9,2,9,110
0110000001101010,1,16,1,16,1,16,1,38,1,38,1,38,95
0110000001101011,1,29,1,29,1,29,0,61,0,61,0,61,166
0110000001101100,2,12,2,12,2,12,0,14,0,14,0,14,157
0110000001101101,0,10,0,10,0,10,2,19,2,19,2,19,117
0110000001101110,4,31,4,31,4,31,1,30,1,30,1,30,143
0110000001101111,0,33,0,33,0,33,0,50,0,50,0,50,117
0110000001110000,3,26,3,26,3,26,2,52,2,52,2,52,177
0110000001110001,0,57,0,57,0,57,1,61,1,61,1,61,184
0110000001110010,0,45,0,45,0,45,2,93,2,93,2,93,137
0110000001110011,1,118,1,118,1,118,2,138,2,138,2,138,174
0110000001110100,2,16,2,16,2,16,0,45,0,45,0,45,157
0110000001110101,1,24,1,24,1,24,2,67,2,67,2,67,124
0110000001110110,0,57,0,57,0,57,0,100,0,100,0,100,115
0110000001110111,0,181,0,181,0,181,0,139,0,139,0,139,184
0110000001111000,0,25,0,25,0,25,2,33,2,33,2,33,104
0110000001111001,0,25,0,25,0,25,1,54,1,54,1,54,165
0110000001111010,1,36,1,36,1,36,1,73,1,73,1,73,142
0110000001111011,0,83,0,83,0,83,2,126,2,126,2,126,213
0110000001111100,0,26,0,26,0,26,1,31,1,31,1,31,144
0110000001111101,0,16,0,16,0,16,2,42,2,42,2,42,200
0110000001111110,2,37,2,37,2,37,0,86,0,86,0,86,142
0110000001111111,2,39,2,39,2,39,2,91,2,91,2,91,79
0110000010000000,4,103,4,103,4,103,0,80,0,80,0,80,183
0110000010000001,2,121,2,121,2,121,4,80,4,80,4,80,141
0110000010000010,5,65,5,65,5,65,4,104,4,104,4,104,115
0110000010000011,1,146,1,146,1,146,3,168,3,168,3,168,129
0110000010000100,2,67,2,67,2,67,2,85,2,85,2,85,128
0110000010000101,2,71,2,71,2,71,4,101,4,101,4,101,247
0110000010000110,7,92,7,92,7,92,2,114,2,114,2,114,149
0110000010000111,3,237,3,237,3,237,1,145,1,145,1,145,95
0110000010001000,1,71,1,71,1,71,1,44,1,44,1,44,159
0110000010001001,2,105,2,105,2,105,1,78,1,78,1,78,145
0110000010001010,5,138,5,138,5,138,4,101,4,101,4,101,161
0110000010001011,6,105,6,105,6,105,2,150,2,150,2,150,87
0110000010001100,4,62,4,62,4,62,3,82,3,82,3,82,125
0110000010001101,0,145,0,145,0,145,2,96,2,96,2,96,123
0110000010001110,5,58,5,58,5,58,5,107,5,107,5,107,96
0110000010001111,5,150,5,150,5,150,1,149,1,149,1,149,139
0110000010010000,1,134,1,134,1,134,2,134,2,134,2,134,206
0110000010010001,0,213,0,213,0,213,4,147,4,147,4,147,172
0110000010010010,1,136,1,136,1,136,2,98,2,98,2,98,98
0110000010010011,1,204,1,204,1,204,1,202,1,202,1,202,179
0110000010010100,2,103,2,103,2,103,1,138,1,138,1,138,146
0110000010010101,4,163,4,163,4,163,1,182,1,182,1,182,125
0110000010010110,2,148,2,148,2,148,2,106,2,106,2,106,151
0110000010010111,4,162,4,162,4,162,0,166,0,166,0,166,108
0110000010011000,0,117,0,117,0,117,2,93,2,93,2,93,131
0110000010011001,1,153,1,153,1,153,3,97,3,97,3,97,108
0110000010011010,1,88,1,88,1,88,2,147,2,147,2,147,115
0110000010011011,2,196,2,196,2,196,2,160,2,160,2,160,164
0110000010011100,1,102,1,102,1,102,5,128,5,128,5,128,161
0110000010011101,2,93,2,93,2,93,1,114,1,114,1,114,77
0110000010011110,4,124,4,124,4,124,3,123,3,123,3,123,155
0110000010011111,0,217,0,217,0,217,1,170,1,170,1,170,155
0110000010100000,1,42,1,42,1,42,1,71,1,71,1,71,129
0110000010100001,0,34,0,34,0,34,2,80,2,80,2,80,111
0110000010100010,1,100,1,100,1,100,2,98,2,98,2,98,155
0110000010100011,0,163,0,163,0,163,1,138,1,138,1,138,162
0110000010100100,4,36,4,36,4,36,1,70,1,70,1,70,107
0110000010100101,1,34,1,34,1,34,2,94,2,94,2,94,86
0110000010100110,1,80,1,80,1,80,1,106,1,106,1,106,121
0110000010100111,1,111,1,111,1,111,0,169,0,169,0,169,140
0110000010101000,3,26,3,26,3,26,1,52,1,52,1,52,75
0110000010101001,0,32,0,32,0,32,1,69,1,69,1,69,69
0110000010101010,1,36,1,36,1,36,0,79,0,79,0,79,180
0110000010101011,2,67,2,67,2,67,2,119,2,119,2,119,83
0110000010101100,2,45,2,45,2,45,1,55,1,55,1,55,81
0110000010101101,0,40,0,40,0,40,1,68,1,68,1,68,155
0110000010101110,3,29,3,29,3,29,2,110,2,110,2,110,115
0110000010101111,0,53,0,53,0,53,1,101,1,101,1,101,131
0110000010110000,2,91,2,91,2,91,4,143,4,143,4,143,225
0110000010110001,0,80,0,80,0,80,4,127,4,127,4,127,101
0110000010110010,0,92,0,92,0,92,2,119,2,119,2,119,234
0110000010110011,1,109,1,109,1,109,2,236,2,236,2,236,187
0110000010110100,0,53,0,53,0,53,7,110,7,110,7,110,79
0110000010110101,1,142,1,142,1,142,2,147,2,147,2,147,148
0110000010110110,1,90,1,90,1,90,2,156,2,156,2,156,226
0110000010110111,1,128,1,128,1,128,1,184,1,184,1,184,108
0110000010111000,1,38,1,38,1,38,1,84,1,84,1,84,143
0110000010111001,1,101,1,101,1,101,1,125,1,125,1,125,69
0110000010111010,0,64,0,64,0,64,1,112,1,112,1,112,107
0110000010111011,0,121,0,121,0,121,0,125,0,125,0,125,127
0110000010111100,0,67,0,67,0,67,1,94,1,94,1,94,122
0110000010111101,0,50,0,50,0,50,1,100,1,100,1,100,103
0110000010111110,0,173,0,173,0,173,5,114,5,114,5,114,120
0110000010111111,0,122,0,122,0,122,0,161,0,161,0,161,95
0110000011000000,4,25,4,25,4,25,0,39,0,39,0,39,186
0110000011000001,1,31,1,31,1,31,3,37,3,37,3,37,105
0110000011000010,2,70,2,70,2,70,5,77,5,77,5,77,206
0110000011000011,1,111,1,111,1,111,2,134,2,134,2,134,99
0110000011000100,0,25,0,25,0,25,4,29,4,29,4,29,134
0110000011000101,4,26,4,26,4,26,1,29,1,29,1,29,220
0110000011000110,1,37,1,37,1,37,4,60,4,60,4,60,94
0110000011000111,0,104,0,104,0,104,0,95,0,95,0,95,124
0110000011001000,2,34,2,34,2,34,0,23,0,23,0,23,159
0110000011001001,2,10,2,10,2,10,1,23,1,23,1,23,64
0110000011001010,3,54,3,54,3,54,1,50,1,50,1,50,108
0110000011001011,1,132,1,132,1,132,3,69,3,69,3,69,143
0110000011001100,1,13,1,13,1,13,2,39,2,39,2,39,135
0110000011001101,3,13,3,13,3,13,3,28,3,28,3,28,101
0110000011001110,5,26,5,26,5,26,1,48,1,48,1,48,92
0110000011001111,3,73,3,73,3,73,2,67,2,67,2,67,125
0110000011010000,3,97,3,97,3,97,4,87,4,87,4,87,149
0110000011010001,2,33,2,33,2,33,2,94,2,94,2,94,69
0110000011010010,1,119,1,119,1,119,2,84,2,84,2,84,138
0110000011010011,0,128,0,128,0,128,0,130,0,130,0,130,130
0110000011010100,1,33,1,33,1,33,1,85,1,85,1,85,87
0110000011010101,1,69,1,69,1,69,1,83,1,83,1,83,113
0110000011010110,2,54,2,54,2,54,1,130,1,130,1,130,132
0110000011010111,2,70,2,70,2,70,0,119,0,119,0,119,114
0110000011011000,0,27,0,27,0,27,0,60,0,60,0,60,115
0110000011011001,1,54,1,54,1,54,1,79,1,79,1,79,100
0110000011011010,1,72,1,72,1,72,1,99,1,99,1,99,85
0110000011011011,2,105,2,105,2,105,1,145,1,145,1,145,118
0110000011011100,1,36,1,36,1,36,1,65,1,65,1,65,62
0110000011011101,1,23,1,23,1,23,1,56,1,56,1,56,88
0110000011011110,1,54,1,54,1,54,2,91,2,91,2,91,118
0110000011011111,0,115,0,115,0,115,1,130,1,130,1,130,129
0110000011100000,6,21,6,21,6,21,2,35,2,35,2,35,116
0110000011100001,0,18,0,18,0,18,1,33,1,33,1,33,107
0110000011100010,0,31,0,31,0,31,2,58,2,58,2,58,174
0110000011100011,0,42,0,42,0,42,0,86,0,86,0,86,81
0110000011100100,0,27,0,27,0,27,1,31,1,31,1,31,71
0110000011100101,0,28,0,28,0,28,0,39,0,39,0,39,68
0110000011100110,1,42,1,42,1,42,0,52,0,52,0,52,111
0110000011100111,0,89,0,89,0,89,1,78,1,78,1,78,104
0110000011101000,0,8,0,8,0,8,2,20,2,20,2,20,130
0110000011101001,0,8,0,8,0,8,1,15,1,15,1,15,101
0110000011101010,2,15,2,15,2,15,0,45,0,45,0,45,223
0110000011101011,2,62,2,62,2,62,1,64,1,64,1,64,133
0110000011101100,0,12,0,12,0,12,0,19,0,19,0,19,169
0110000011101101,1,24,1,24,1,24,0,41,0,41,0,41,91
0110000011101110,1,16,1,16,1,16,5,49,5,49,5,49,116
0110000011101111,0,29,0,29,0,29,2,59,2,59,2,59,95
0110000011110000,0,37,0,37,0,37,1,62,1,62,1,62,159
0110000011110001,2,27,2,27,2,27,2,68,2,68,2,68,155
0110000011110010,0,97,0,97,0,97,1,73,1,73,1,73,99
0110000011110011,0,66,0,66,0,66,0,127,0,127,0,127,112
0110000011110100,1,26,1,26,1,26,1,50,1,50,1,50,78
0110000011110101,0,28,0,28,0,28,1,75,1,75,1,75,100
0110000011110110,2,84,2,84,2,84,1,86,1,86,1,86,114
0110000011110111,0,165,0,165,0,165,0,119,0,119,0,119,100
0110000011111000,0,27,0,27,0,27,0,31,0,31,0,31,124
0110000011111001,0,20,0,20,0,20,1,52,1,52,1,52,66
0110000011111010,0,32,0,32,0,32,1,66,1,66,1,66,69
0110000011111011,0,74,0,74,0,74,0,104,0,104,0,104,100
0110000011111100,0,22,0,22,0,22,1,36,1,36,1,36,128
0110000011111101,0,20,0,20,0,20,2,64,2,64,2,64,66
0110000011111110,1,39,1,39,1,39,0,76,0,76,0,76,120
0110000011111111,0,61,0,61,0,61,0,84,0,84,0,84,108
0110000100000000,1,43,1,43,1,43,3,55,3,55,3,55,208
0110000100000001,1,35,1,35,1,35,1,80,1,80,1,80,105
0110000100000010,5,44,5,44,5,44,3,94,3,94,3,94,172
0110000100000011,4,111,4,111,4,111,2,152,2,152,2,152,113
0110000100000100,0,32,0,32,0,32,3,52,3,52,3,52,121
0110000100000101,3,59,3,59,3,59,5,75,5,75,5,75,89
0110000100000110,2,50,2,50,2,50,3,81,3,81,3,81,87
0110000100000111,1,135,1,135,1,135,1,125,1,125,1,125,102
0110000100001000,1,23,1,23,1,23,2,38,2,38,2,38,119
0110000100001001,1,59,1,59,1,59,1,66,1,66,1,66,83
0110000100001010,3,83,3,83,3,83,1,73,1,73,1,73,75
0110000100001011,3,54,3,54,3,54,2,111,2,111,2,111,84
0110000100001100,1,60,1,60,1,60,2,49,2,49,2,49,109
0110000100001101,1,59,1,59,1,59,3,55,3,55,3,55,98
0110000100001110,1,137,1,137,1,137,3,70,3,70,3,70,156
0110000100001111,1,218,1,218,1,218,2,84,2,84,2,84,94
0110000100010000,4,66,4,66,4,66,3,98,3,98,3,98,174
0110000100010001,2,45,2,45,2,45,1,114,1,114,1,114,89
0110000100010010,0,51,0,51,0,51,3,94,3,94,3,94,76
0110000100010011,0,182,0,182,0,182,0,200,0,200,0,200,97
0110000100010100,1,53,1,53,1,53,2,107,2,107,2,107,71
0110000100010101,0,61,0,61,0,61,0,132,0,132,0,132,76
0110000100010110,2,58,2,58,2,58,1,106,1,106,1,106,103
0110000100010111,3,158,3,158,3,158,5,177,5,177,5,177,95
0110000100011000,0,112,0,112,0,112,0,62,0,62,0,62,135
0110000100011001,0,137,0,137,0,137,4,67,4,67,4,67,156
0110000100011010,0,76,0,76,0,76,3,85,3,85,3,85,108
0110000100011011,0,94,0,94,0,94,0,117,0,117,0,117,107
0110000100011100,1,48,1,48,1,48,1,86,1,86,1,86,81
0110000100011101,0,46,0,46,0,46,2,101,2,101,2,101,79
0110000100011110,1,66,1,66,1,66,4,104,4,104,4,104,85
0110000100011111,0,85,0,85,0,85,2,133,2,133,2,133,112
0110000100100000,0,20,0,20,0,20,0,40,0,40,0,40,180
0110000100100001,0,18,0,18,0,18,0,24,0,24,0,24,80
0110000100100010,0,30,0,30,0,30,2,73,2,73,2,73,147
0110000100100011,0,80,0,80,0,80,2,124,2,124,2,124,166
0110000100100100,1,28,1,28,1,28,0,34,0,34,0,34,73
0110000100100101,1,33,1,33,1,33,2,53,2,53,2,53,100
0110000100100110,1,39,1,39,1,39,1,73,1,73,1,73,88
0110000100100111,2,56,2,56,2,56,1,63,1,63,1,63,112
0110000100101000,1,22,1,22,1,22,2,22,2,22,2,22,124
0110000100101001,0,33,0,33,0,33,4,36,4,36,4,36,125
0110000100101010,0,54,0,54,0,54,3,67,3,67,3,67,72
0110000100101011,1,104,1,104,1,104,0,105,0,105,0,105,132
0110000100101100,0,56,0,56,0,56,0,31,0,31,0,31,84
0110000100101101,0,28,0,28,0,28,0,37,0,37,0,37,182
0110000100101110,0,31,0,31,0,31,2,64,2,64,2,64,96
0110000100101111,0,61,0,61,0,61,2,101,2,101,2,101,103
0110000100110000,0,56,0,56,0,56,2,72,2,72,2,72,84
0110000100110001,0,62,0,62,0,62,1,77,1,77,1,77,85
0110000100110010,0,81,0,81,0,81,0,116,0,116,0,116,88
0110000100110011,0,200,0,200,0,200,0,168,0,168,0,168,198
0110000100110100,0,20,0,20,0,20,2,71,2,71,2,71,91
0110000100110101,5,70,5,70,5,70,1,92,1,92,1,92,101
0110000100110110,0,169,0,169,0,169,1,87,1,87,1,87,177
0110000100110111,0,126,0,126,0,126,1,163,1,163,1,163,126
0110000100111000,1,30,1,30,1,30,0,46,0,46,0,46,68
0110000100111001,0,36,0,36,0,36,0,72,0,72,0,72,151
0110000100111010,2,51,2,51,2,51,1,70,1,70,1,70,153
0110000100111011,0,119,0,119,0,119,1,143,1,143,1,143,88
0110000100111100,1,52,1,52,1,52,3,59,3,59,3,59,118
0110000100111101,0,39,0,39,0,39,0,64,0,64,0,64,96
0110000100111110,1,143,1,143,1,143,0,90,0,90,0,90,135
0110000100111111,2,126,2,126,2,126,3,157,3,157,3,157,119
0110000101000000,0,1,0,1,0,1,0,0,0,0,0,0,175
0110000101000001,0,0,0,0,0,0,0,0,0,0,0,0,144
0110000101000010,0,0,0,0,0,0,0,1,0,1,0,1,174
0110000101000011,0,1,0,1,0,1,0,0,0,0,0,0,150
0110000101000100,0,0,0,0,0,0,0,0,0,0,0,0,211
0110000101000101,0,0,0,0,0,0,0,1,0,1,0,1,185
0110000101000110,0,0,0,0,0,0,0,0,0,0,0,0,141
0110000101000111,1,0,1,0,1,0,0,4,0,4,0,4,114
0110000101001000,0,0,0,0,0,0,0,0,0,0,0,0,236
0110000101001001,0,0,0,0,0,0,0,1,0,1,0,1,119
0110000101001010,0,1,0,1,0,1,0,0,0,0,0,0,164
0110000101001011,1,0,1,0,1,0,0,0,0,0,0,0,200
0110000101001100,0,0,0,0,0,0,0,0,0,0,0,0,179
0110000101001101,0,0,0,0,0,0,0,0,0,0,0,0,102
0110000101001110,0,0,0,0,0,0,0,0,0,0,0,0,233
0110000101001111,0,0,0,0,0,0,0,0,0,0,0,0,218
0110000101010000,0,0,0,0,0,0,0,0,0,0,0,0,186
0110000101010001,0,0,0,0,0,0,0,2,0,2,0,2,88
0110000101010010,0,0,0,0,0,0,0,0,0,0,0,0,155
0110000101010011,0,0,0,0,0,0,0,2,0,2,0,2,157
